productid,merchandisegroup,merchandisesubgroup,isocountrycode,article,internationalarticlenumber,sectionname,familyname,categoryname,subcategoryname,merchandisefamily,weightproduct,scaleproduct,vatdescription,vatrate,agelimit,hwgdescription
5704675,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Quely Palitos aceite de oliva,5704675,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN TOSTADO,"PALITO, PICO, PICOLIN","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705662,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Medias noches,5705662,ALIMENTACION SECA,PANADERIA INDUSTRIAL,BOLLERIA SALADA,BOLLERIA SALADA,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5707973,Surtido seco,Golosinas,ES,Fini Citrus Attack,5707973,ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",CARAMELOS,CARAMELOS,"Golosinas, regaliz",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800240,Surtido seco,Art. Hogar / medias,ES,VelÃ³n Rojo/Blanco,"","","","","","Velas, luces, mecheros, carbÃ³n, lubricantes",false,true,Ordinario,21.0,Keines,Surtido NF
5153,Surtido seco,Art. Limpieza,ES,FAIRY LAVAVAJILLAS MANO,"","","","","",Productos de limpieza y lavavajillas,false,true,Ordinario,21.0,Keines,Surtido NF
6310,Surtido seco,Golosinas,ES,Bicentury Nackis maÃ­z choco negro,"",ALIMENTACION SECA,LINEAL DIETETICA,NACKIS,NACKIS,Barritas (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
7459,Carne,Ave Fresco,ES,Pechuga de pavo al pimentÃ³n,5700944,FRESCOS PERECEDEROS,CARNE FRESCA,AVE,PAVO,Pavo,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
40039,Surtido seco,Vinos / Cavas,ES,VINO ROSADO CALIFORNIANO 2006,"","","","","",Vinto rosado de fuera de Europa,false,false,Ordinario,21.0,18,Bebidas
80073,Fruta y Verdura,Fruta,ES,Mandarina 1 kg malla,80073,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,MANDARINA,CÃ­tricos,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5705414,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,El Guijo Pan molde especial torrija,5705414,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN MOLDE FRESCO,PAN MOLDE FRESCO,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1656,Surtido seco,Mopro,ES,COLA CAO ENERGY 3X200ML,"","","","","",Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
1951,Fruta y Verdura,Verdura,ES,Tomate Rama Bandeja,"","","","","",Tomates,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
4533,Surtido seco,Delicatessen/Especias/Mostaza,ES,Heinz Ketchup Top Down,"",ALIMENTACION SECA,SALSAS,KETCHUP,KETCHUP,Ketchup,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
4593,Surtido seco,Cosmetic,ES,Elvive ChampÃº XXL arginina,5706833,PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
6416,Surtido seco,Alim. Infantil,ES,Hero tarrito pavo con verduras de l,"","","","","",Leche infantil,false,false,Reducido,10.0,Keines,Conservas
7946,Surtido seco,Bebidas sin alcohol,ES,Monster  Energy Drink Ripper,"",BEBIDAS,BEBIDAS REFRESCANTES,BEBIDA ENERGETICA,BEBIDA ENERGETICA,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
119464,Surtido seco,Delicatessen/Especias/Mostaza,ES,Columbia Colorante alimentario,"",ALIMENTACION SECA,"SAL,VINAGRE,ESPECIA",ESPECIAS Y CONDIMENTOS,ESPECIAS Y CONDIMENTOS,"Especias, mezcla de especias, hierbas aromÃ¡ticas",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
2960,Surtido seco,BollerÃ­a / Chips,ES,Santa Ana Cartucho,"",ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
34030,Surtido seco,Vinos / Cavas,ES,Vino Primitivo del Salento IGT,34030,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
82923,Fruta y Verdura,Verdura,ES,Pack Choi,82923,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,RESTO VERDURAS,Variedades de col,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
135680,Nevera,Embutidos (Nevera),ES,Rustico Burger,135680,"","","","",Comida de preparaciÃ³n rÃ¡pida,false,false,Reducido,10.0,Keines,Fresco
5704907,Surtido seco,Aceite/Mantequilla/Margarina,ES,Ybarra Aceite de oliva,5704907,"","","","",Aceites de oliva,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5800020,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,La IsleÃ±a Conchas grandes,5800020,"","","","",Pasta,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
2974,Surtido seco,Sopas/Salsas,ES,Maggi jugoso al horno surt.,"",ALIMENTACION SECA,"SOPAS,CALDOS,PURE,P",PLATOS PREP. DESHIDRAT.,PLATOS PREP. DESHIDRAT.,Productos deshidratados,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
3823,Carne,Carne Fresca,ES,Solomillo de cerdo s/cabeza ni cord,5701555,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
8888,Surtido seco,BollerÃ­a / Chips,ES,SarialÃ­s Barrita choc c/leche,"",ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
51768,Surtido seco,Art. Hogar / medias,ES,BOLSA DE COMPRA GRANDE LOGO EM 2012,"",ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,Bolsas,false,true,Ordinario,21.0,Keines,Surtido NF
57732,Frischbrot / Hot Convenience,Bake off,ES,Napolitana de chocolate,57732,"","","","","Pasteles, bollerÃ­a",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
80425,Fruta y Verdura,Fruta,ES,Ciruela amarilla,80425,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,CIRUELA,Frutas de hueso,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
80791,Fruta y Verdura,Fruta,ES,Moras 150 g,80791,"","","","",Bayas,false,true,Cero,0.0,Keines,F&V/Plantas y Flores
5701353,Surtido seco,Golosinas,ES,SimÃ³n Coll Bolsa sombrillas,5701353,ALIMENTACION SECA,PRODUCTOS NAVIDENOS,CHOCOLATE Y FIGURAS Y OTROS,CHOCOLATE Y FIGURAS Y OTROS,Tabletas de chocolate (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5706005,Nevera,Embutidos (Nevera),ES,PatÃ©s Art. Casa Julia PatÃ© artesano,5706005,FRESCOS PERECEDEROS,CHARCUTERIA,PATES Y FOIE GRAS,PATE,Embutidos / salchichas para hervir,false,false,Reducido,10.0,Keines,Fresco
5707389,Surtido seco,Cervezas / Derivados,ES,"Estrella Galicia 0,0 pack 5,4Âº",5707389,BEBIDAS,CERVEZA,CERVEZA,SIN ALCOHOL/BAJA A,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,Keines,Bebidas
5707664,Surtido seco,Vinos / Cavas,ES,Pere Seda Vino blanco Display,5707664,BEBIDAS,TOTAL VINOS,BLANCO,MESA,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
2556,Surtido seco,Cons. Pescado,ES,Calvo atÃºn claro en aceite de oliva,5703377,CONSERVAS,CONSERVAS DE PESCADO,CONS. ATUN/BONITO,CONS. ATUN/BONITO,Conservas de pescado,false,true,Reducido,10.0,Keines,Conservas
3475,Surtido seco,Licores,ES,"LIMES SURTIDO 10,5% VOL.","","","","","",Licores,false,true,Ordinario,21.0,18,Bebidas
39845,Surtido seco,Delicatessen/Especias/Mostaza,ES,PREPARADO ESPECIAS SURT.,"","","","","","Mostaza, salsa de rÃ¡bano picante, vinagre, salsas para ensalada, salsas para carne, otras salsas, otros",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
82229,Fruta y Verdura,Verdura,ES,Cebolleta,82229,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,CEBOLLA,Verduras (FeingemÃ¼se),false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
5703108,Nevera,Queso (nev),ES,La Pasiega P.P Queso surt.,5705679,QUESOS,QUESO NATURAL,MANCHEGO,CURADO,Queso tierno,false,false,Superreducido,4.0,Keines,Fresco
5705581,Surtido seco,Golosinas,ES,Lacasitos Vaso pajita 4 tubos,5705581,ALIMENTACION SECA,CHOCOLATES Y CREMAS,CHOCOLATINAS&SNACKS,CHOCOLATINAS&SNACKS,Otros productos a base de chocolate,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5706054,Surtido seco,Conservas F&V,ES,Posada MarquÃ©s CorazÃ³n alcachofa,5706054,CONSERVAS,CONSERVAS VEGETALES,ALCACHOFA CONS.,ALCACHOFA CONS.,Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
5706975,Surtido seco,Cervezas / Derivados,ES,"Cruzcampo Cerveza especial 5,6% ud.",5706975,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
1334,Fruta y Verdura,Fruta,ES,CastaÃ±as,"","","","","",Frutas de hueso,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
2490,Surtido seco,Cosmetic,ES,LICOR DEL POLO 2 EN 1 SURT.,"","","","","","Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
9182,Nevera,Embutidos (Nevera),ES,El Pozo Salchichas pavo pack 3,"","","","","",Salchichas cocidas,false,true,Reducido,10.0,Keines,Fresco
80501,Fruta y Verdura,Fruta,ES,Uva reloj,80501,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,UVA,Uvas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5705710,Nevera,Queso (nev),ES,"El Pinsapo Queso cabra, leche cruda",5705710,QUESOS,QUESO NATURAL,RTO. QSO NATURAL,RTO. QSO NATURAL,Queso de pasta dura y semidura (pieza),false,true,Superreducido,4.0,Keines,Fresco
5706148,Nevera,Embutidos (Nevera),ES,Prolongo Budin de cerdo,5706148,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,RESTO FIAM/EMBUTI,Embutidos / salchichas para hervir,false,false,Reducido,10.0,Keines,Fresco
6594,Congelado,Congelados,ES,ROYAL SUMMUMM CREPES DE BACALAO CON,"","","","","","Platos preparados, snacks",false,true,Reducido,10.0,Keines,Congelados
9189,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,EL DORADO PANELA,"",ALIMENTACION SECA,REPOSTERIA,REPOSTERIA,REPOSTERIA,"Ingredientes y productos de panaderÃ­a y pastelerÃ­a, productos alimenticios, otros",false,true,Reducido,10.0,Keines,AlimentaciÃ³n
12484,Congelado,Congelados,ES,PIZZA AMERICANA,"","","","","","Pizzas, baguettes, productos de pastelerÃ­a y panaderÃ­a",false,false,Reducido,10.0,Keines,Congelados
80680,Fruta y Verdura,Fruta,ES,Kiwi bandeja,80680,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,KIWI,Frutas exÃ³ticas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
80903,Fruta y Verdura,Fruta,ES,Tomate seco,80903,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutos secos/fruta deshidratada,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
82329,Fruta y Verdura,Verdura,ES,Surtido potaje,82329,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,RESTO VERDURAS,Verduras (FeingemÃ¼se),false,true,Cero,0.0,Keines,F&V/Plantas y Flores
127697,Frischbrot / Hot Convenience,Bake off,ES,Mini calzone Prosciutto,127697,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,Otros,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5601240,Surtido seco,Vinos / Cavas,ES,"RhÃ´ne, ChÃ¢teauneuf-du-Pape AOP Doma",5601240,BEBIDAS,TOTAL VINOS,VINOS,VINO EXTRANJERO,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5704630,Surtido seco,Alim. Infantil,ES,Hero Pouch Yogurines,5704630,PRODUCTOS PARA BEBE,T.ALIMENTOS INFANTILS,TARRITOS/POUCH,TARRITOS/POUCH,Leche infantil,false,true,Reducido,10.0,Keines,Conservas
5707565,Surtido seco,Cervezas / Derivados,ES,"Mahou 5 Estrellas Radler 3,20%P12,2",5707565,BEBIDAS,CERVEZA,CERVEZA,SIN ALCOHOL/BAJA A,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5708545,Frischbrot / Hot Convenience,Bake off,ES,Floopy relleno de crema,5708545,"","","","","Pasteles, bollerÃ­a",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800545,Nevera,Mopro (nev),ES,CelgÃ¡n Postre para beber,5800545,"","","","",Postres y aperitivos,false,false,Reducido,10.0,Keines,Fresco
3482,Surtido seco,Mopro,ES,ASTURIANA ALPROSOJA,"","","","","",Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
8879,Surtido seco,BollerÃ­a / Chips,ES,Snatt's Natuchips surt.,"","","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
27318,Surtido seco,Vinos / Cavas,ES,COTEAUX DU LANGUEDOC AOC,"","","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
83049,Fruta y Verdura,Verdura,ES,Mix setas 275 gr,83049,"","","","",Setas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5704585,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Valor Cacao en polvo a la taza s/az,5704585,ALIMENTACION SECA,CACAO,CACAO,CACAO/CHOCO A LA TAZA,Bebidas a base de cacao,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5706839,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,San Blas PetisÃº blanco,"",ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Croissants, bollos, magdalenas",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800685,Nevera,Mantequilla,ES,Montesdeoca mantequilla cabra surt,5800684,"","","","",Mantequilla,false,true,Reducido,10.0,Keines,Fresco
5800987,Surtido seco,BollerÃ­a / Chips,ES,Matutano Cheetos Pandilla,5800987,"","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1508,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,ITAL D'OR PAN DE CHAPATA,"","","","","","Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
7021,Surtido seco,Art. Hogar / medias,ES,HERO MI PRIMERA CUCHARA LARGA + 4 M,"",PRODUCTOS PARA BEBE,PUERICULTURA LIGERA,OTROS,OTROS,Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
8706,Surtido seco,Cosmetic,ES,Sanex gel de ducha,"",PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,GEL DE BANO Y DUCHA,GEL DE BANO Y DUCHA,"Geles de ducha, productos de baÃ±o, jabones",false,false,Ordinario,21.0,Keines,Surtido NF
82749,Fruta y Verdura,Verdura,ES,Mazorca Fresca,82749,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,RESTO VERDURAS,Verduras (GrobegemÃ¼se),false,true,Cero,0.0,Keines,F&V/Plantas y Flores
5708082,Surtido seco,Conservas F&V,ES,Fruco tomate frito,5708082,ALIMENTACION SECA,SALSAS,TOMATE FRITO,TOMATE FRITO,Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
204,Surtido seco,Aceite/Mantequilla/Margarina,ES,TulipÃ¡n Margarina con sal,"",DERIVADOS LACTEOS,MANTEQUILLA & MARGARINA,MARGARINA,MARGARINA,"Margarinas, grasas",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
1162,Surtido seco,Delicatessen/Especias/Mostaza,ES,CALVE SALSA DE YOGUR,"",ALIMENTACION SECA,SALSAS,OTRAS SALSAS,OTRAS SALSAS,"Mostaza, salsa de rÃ¡bano picante, vinagre, salsas para ensalada, salsas para carne, otras salsas, otros",false,false,Reducido,10.0,Keines,AlimentaciÃ³n
1460,Nevera,Mopro (nev),ES,NescafÃ© Shakissimo Cappuccino,"","","","","",Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,Fresco
2043,Surtido seco,Golosinas,ES,NESTLE CHOCOLATE NEGRO FRUTOS SECOS,"",ALIMENTACION SECA,CHOCOLATES Y CREMAS,TABLETAS CHOCOLATE,TABLETAS CHOCOLATE,Tabletas de chocolate (incl. mini),false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
2885,Surtido seco,BollerÃ­a / Chips,ES,Ruffles JamÃ³n,"",ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
4201,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,MININACKIS MAIZ,"","","","","","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6137,Surtido seco,Cosmetic,ES,Johnson baby JabÃ³n Top to Toe,"",PRODUCTOS PARA BEBE,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,"Geles de ducha, productos de baÃ±o, jabones",false,false,Ordinario,21.0,Keines,Surtido NF
7058,Nevera,Embutidos (Nevera),ES,BONNATUR JAMON COCIDO FINAS LONCHAS,"","","","","",JamÃ³n curado (lonchas),false,true,Reducido,10.0,Keines,Fresco
7508,Surtido seco,Golosinas,ES,Chupa Chups Mini surt.,"","","","","","Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
1294220,Congelado,Congelados,ES,Nuggets de pollo surt,"","","","","",Ave,false,false,Reducido,10.0,Keines,Congelados
5705088,Surtido seco,BollerÃ­a / Chips,ES,Filipinos Chocolate blanco 100+35g,5705088,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,BANADA/CUBIERTA/COOKIE,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5708723,Surtido seco,Cervezas / Derivados,ES,"Desperados Cerveza sangre A5,9%",5708723,"","","","","Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5800756,Surtido seco,BollerÃ­a / Chips,ES,Tirma Palichoc blanco,5800756,"","","","",BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800916,Congelado,Congelados,ES,Kalise Mini Trufo Plus almendrado,5800916,"","","","",Helados,false,true,Reducido,10.0,Keines,Congelados
1871,Surtido seco,Vinos / Cavas,ES,Cinglano Vino tinto Jumi EcolÃ³gico,5703037,BEBIDAS,TOTAL VINOS,TINTO,CON DENOMINACION,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
2555,Surtido seco,BollerÃ­a / Chips,ES,DUPLO LAY'S SAL,"","","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
3323,Surtido seco,Cosmetic,ES,Gillette Mach 3 recambios,"",PERFUMERIA E HIGIENE,PRODUCTOS DE AFEITADO,MAQUINILLAS Y HOJAS AFEITAR,MAQUINILLAS Y HOJAS AFEITAR,"Higiene bucal, afeitado",false,true,Ordinario,21.0,Keines,Surtido NF
3697,Fruta y Verdura,Fruta,ES,MIX FRUTAS,"","","","","",Frutas de hueso,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
6331,Nevera,Mopro (nev),ES,UDS. DANONE DRINK FRESA/COCO,"","","","","",Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
9817,Surtido seco,Bebidas sin alcohol,ES,FANTA ZERO NARANJA,"","","","","","Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
5700001,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
5704593,Surtido seco,Cons. Pescado,ES,VelÃ¡zquez Filete caballa ac girasol,5704593,CONSERVAS,CONSERVAS DE PESCADO,RESTO CONS.PESCADO,RESTO CONS.PESCADO,Conservas de pescado,false,false,Reducido,10.0,Keines,Conservas
2060,Surtido seco,Art. Hogar / medias,ES,VASO 50CC CHUPITO,"","","","","",Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
5623,Nevera,Queso (nev),ES,QUESO CUÃ‘A SEMICURADO YA CORTADO,"","","","","",Queso de pasta dura y semidura (lonchas),false,false,Superreducido,4.0,Keines,Fresco
7592,Nevera,Queso (nev),ES,Vega e hijos Queso fresco andaluz,5700156,QUESOS,QUESO FRESCO,Q.FRESC.TRAD.,Q.FRESC.TRAD.,"Queso fresco / preparado de queso fresco, productos lÃ¡cteos para untar",false,true,Superreducido,4.0,Keines,Fresco
82301,Fruta y Verdura,Verdura,ES,EspÃ¡rrago verde,82301,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,ESPARRAGO,Verduras (FeingemÃ¼se),false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
3266,Surtido seco,Golosinas,ES,HARIBO SUEÃ‘O NAVIDEÃ‘O,"","","","","","Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6540,Surtido seco,Alim.BÃ¡sica/Desayuno/Bio,ES,Alubia blanca,"","","","","",Legumbres,true,false,Superreducido,4.0,Keines,AlimentaciÃ³n
7943,Surtido seco,BollerÃ­a / Chips,ES,CuÃ©tara Choco Flakes,5703555,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,RESTO GALLETAS,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8008,Surtido seco,BollerÃ­a / Chips,ES,Sarialis barritas  cereales chocola,"","","","","","Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
9012,Surtido seco,Vinos / Cavas,ES,Castillo de Albai Vino tinto D.O.Ri,"","","","","",Vino tinto de Europa,false,true,Ordinario,21.0,18,Bebidas
9280,Congelado,Congelados,ES,45 MINI APERITIVOS,"","","","","","Platos preparados, snacks",false,false,Reducido,10.0,Keines,Congelados
9595,Surtido seco,Cons. Pescado,ES,Eureka atÃºn en aceite vegetal,"","","","","",Conservas de pescado,false,true,Reducido,10.0,Keines,Conservas
80885,Fruta y Verdura,Fruta,ES,DÃ¡til en rama,80885,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutos secos/fruta deshidratada,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5604986,Surtido seco,Vinos / Cavas,ES,"Domaine des Clots Vino tinto 12,50%",5604986,BEBIDAS,TOTAL VINOS,TINTO,VINO EXTRANJERO,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5800348,Surtido seco,Cosmetic,ES,Inecto Aceite corporal de argÃ¡n,5800348,"","","","","Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
5800354,Surtido seco,Cosmetic,ES,Inecto Aceite corporal de coco,5800354,"","","","","Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
360,Surtido seco,Alim. Infantil,ES,HERO LECHE CRECER,"","","","","",Leche infantil,false,false,Reducido,10.0,Keines,Conservas
541,Surtido seco,BollerÃ­a / Chips,ES,FRUTOS SECOS VARIADOS,48110,"","","","","Frutos secos, fruta deshidratada",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5343,Surtido seco,Bebidas sin alcohol,ES,La Casera Tinto de verano limÃ³n s/a,5702856,BEBIDAS,TOTAL VINOS,SANGRIA/TINTO,SANGRIA/TINTO,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
8037,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Surtido de Panellets,5704190,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Pasteles, tartas, reposterÃ­a, otros",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
9983,Surtido seco,Cosmetic,ES,L'OrÃ©al Elvive champÃº/suavizante su,"",PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
5708655,Nevera,Mopro (nev),ES,La Fageda Yogur de LimÃ³n,5708655,"","","","",Yogur con fruta,false,true,Reducido,10.0,Keines,Fresco
5708712,Surtido seco,Cosmetic,ES,Fructis Style Gel efecto mojado,5708712,"","","","",Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
2003,Surtido seco,Embutidos,ES,EL POZO LONGANIZA IMPERIAL CLASICA,"",FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,FUET/LONGANIZA,Salami,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
3031,Surtido seco,Conservas carne / Platos preparados,ES,CALVO FABADA ASTURIANA,"","","","","",Platos preparados,false,false,Reducido,10.0,Keines,Conservas
8069,Frischbrot / Hot Convenience,Bake off,ES,Panecillo ajo perejil,"","","","","","Baguette, panecillos, brezel",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
27306,Surtido seco,Vinos / Cavas,ES,VINO BLANC GRILLO DI SICILIA IGT 07,"",BEBIDAS,TOTAL VINOS,BLANCO,VINO EXTRANJERO,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
